Date,Asset Type,Plans?,Securities Firm,Ticker,Volume
2025-07-31,배당주,Yes,,,15000000
2025-07-31,배당주,Yes,,,15000000
2025-07-31,비상금,Yes,,,10000000
2025-07-31,소비,Yes,,,4000000
2025-07-31,예금,Yes,,,5564931
2025-07-31,예금,Yes,,,15000000
2025-07-31,일반 투자,Yes,,,26000000
